Run,RunTime
1,4.842929840087891
2,5.333541631698608
3,4.674921989440918
4,5.160918474197388
5,5.079975605010986
6,5.528180837631226
7,5.2572081089019775
8,4.512350559234619
9,4.4268364906311035
