METRICS,Feature Extractor
Saliency,52.621347
NSS,103.3121305
NSS_Saliency,289.21696092857144
NSS_CNN,115.36123957142856
NSS_CNN_Saliency,310.81222385714284
NSS_VSFACNN,1944.4789908142766
NSS_VSFACNN_Saliency,196.72693942204066
CNN,23.739883428571428
CNN_Saliency,66.98929299999999
VSFACNN,1841.1276895999908
VSFACNN_Saliency,92.26939977918353
