METRICS,Quality Predictor
Saliency,4.979651504092747
NSS,15.676356871922811
NSS_Saliency,17.064781427383423
NSS_CNN,29.556556039386326
NSS_CNN_Saliency,31.275542815526325
NSS_VSFACNN,43.94180989265442
NSS_VSFACNN_Saliency,44.12535201178657
CNN,17.453566577699448
CNN_Saliency,18.61031675338745
VSFACNN,31.692277404997085
VSFACNN_Saliency,31.980228477054172
