DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
KONVID_1K_testON_YOUTUBE_UGC,UVQ,0.7068216697318302,0.5129332177745977,0.6914380800727502,0.48219619038608463
