DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_1080P,VSFACNN,0.7166966204245536,0.5343467050856561,0.7792725011453329,0.36678187503774834
