DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_1080P,NSS_CNN,0.5848590680254362,0.3966073477638217,0.6307640652273084,0.42073006138562163
