DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_720P,VSFACNN_Saliency,0.4819431401007428,0.34690799396681754,0.5078251169604798,0.4774049712764385
