DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_1080P,NSS_VSFACNN,0.4932203389830509,0.35008766803039154,0.6286701917825978,0.4131095746172903
