DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_1080P,NSS_VSFACNN_Saliency,0.4122735242548218,0.2834599649327878,0.6667089750352836,0.47091224894350464
