DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_720P,NSS_Saliency,0.30367967215913944,0.21568627450980393,0.3233691493261727,0.5149314481463233
