DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_720P,NSS_CNN_Saliency,0.5804358499539921,0.4066390330801233,0.5326919489536079,0.4570489669197222
