DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_360P,CNN_Saliency,0.5766519546080148,0.4246716023230821,0.5115168166015879,0.43973928666136725
