DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_ALL,NSS_CNN,0.7332231171348522,0.5534880600445873,0.7719231284754582,0.42130396760080785
