DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_ALL,NSS_VSFACNN_Saliency,0.7392498578964314,0.5468143928914203,0.7476140005883004,0.4253964084334675
