DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_ALL,NSS_CNN_Saliency,0.7680449507399606,0.5801115642481159,0.778689496977691,0.4228866457664195
