DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_KONVID_1K,NSS_VSFACNN_Saliency,0.8137578636060873,0.6293178840460931,0.8122863776719177,0.42898864954784544
