DATASET PER RESOLUTION,MODEL,SRCC,KRCC,PLCC,RMSE
test_YOUTUBE_UGC_ALL,NSS_VSFACNN,0.7434787783472685,0.5520782844965267,0.7728846293063725,0.436988515531295
